702.313171387	253.616088867	4.00015449524
701.684265137	253.457748413	4.01994228363
701.092956543	253.314544678	4.03664922714
700.702514648	253.214447021	4.04433441162
699.784851074	252.983276367	4.06420230865
699.37487793	252.879776001	4.07519388199
698.759643555	252.724411011	4.08895397186
698.248168945	252.59513855	4.10020160675
697.821777344	252.488464355	4.11123275757
697.307678223	252.360565186	4.12498378754
696.905395508	252.260955811	4.13751649857
696.431030273	252.143966675	4.15522670746
695.418212891	251.898147583	4.1936674118
694.992919922	251.797531128	4.21052980423
694.600463867	251.704742432	4.22445583344
694.200683594	251.60975647	4.24133586884
693.789489746	251.511779785	4.25757694244
693.386352539	251.41557312	4.27301979065
692.900756836	251.299682617	4.28936719894
692.402038574	251.180541992	4.30665874481
691.94921875	251.072143555	4.31955194473
691.549255371	250.976348877	4.3303027153
691.03918457	250.854110718	4.34446144104
690.636657715	250.757598877	4.35444927216
689.679870605	250.528289795	4.37432479858
689.282470703	250.437927246	4.37990283966
688.85357666	250.342681885	4.38768005371
688.460571289	250.255371094	4.39733839035
687.83404541	250.143936157	4.40504980087
687.373291016	250.062133789	4.41446495056
686.922119141	250.000564575	4.41997003555
686.502075195	249.961700439	4.42287635803
686.098510742	249.937164307	4.43114995956
685.690246582	249.925369263	4.4357624054
684.810058594	249.924133301	4.45021867752
684.381530762	249.935577393	4.45332622528
683.532470703	249.968780518	4.4619011879
683.132629395	249.985351562	4.46525478363
682.077087402	250.029098511	4.47458648682
681.652832031	250.046463013	4.47962999344
680.273376465	250.103942871	4.4927239418
679.432983398	250.138916016	4.50097322464
679.021850586	250.155975342	4.50664949417
678.610839844	250.172821045	4.51059436798
678.073608398	250.202423096	4.51540184021
677.652709961	250.224868774	4.52240896225
677.222839355	250.262939453	4.52391004562
676.805297852	250.29624939	4.5256729126
676.391662598	250.320526123	4.53010940552
675.986572266	250.323303223	4.53339576721
675.028686523	250.299072266	4.54454708099
674.294799805	250.262435913	4.55065441132
673.873168945	250.233825684	4.55774879456
673.465942383	250.190002441	4.56137371063
673.060180664	250.147186279	4.56492757797
672.630004883	250.101745605	4.56880950928
672.228942871	250.059432983	4.57300376892
671.796691895	250.013702393	4.57886695862
671.35144043	249.966552734	4.5847568512
670.91027832	249.919891357	4.58945560455
670.483703613	249.874771118	4.59449100494
670.065368652	249.830596924	4.59989786148
669.663208008	249.788208008	4.60540819168
669.2578125	249.745407104	4.61117219925
668.855285645	249.700500488	4.61668109894
668.415222168	249.649993896	4.62324237823
667.995788574	249.600967407	4.62961578369
667.532958984	249.546508789	4.63803958893
667.131164551	249.499145508	4.64780187607
666.70300293	249.448638916	4.65877342224
666.270263672	249.39743042	4.66854381561
665.868103027	249.34979248	4.67658996582
665.451721191	249.300521851	4.684445858
665.043762207	249.25227356	4.69027042389
664.641723633	249.204742432	4.69533443451
664.170288086	249.149017334	4.70324230194
663.764465332	249.101043701	4.71057081223
663.32409668	249.048919678	4.71846437454
662.893615723	248.998352051	4.72587299347
662.429138184	248.943969727	4.733689785
662.004516602	248.893875122	4.73776054382
661.601501465	248.846466064	4.74069070816
661.135070801	248.791748047	4.74638938904
660.722839355	248.743011475	4.75131464005
