77.5794677734	-158.619110107	-0.172771453857
77.5425109863	-158.31262207	-0.179226875305
77.505645752	-158.012695312	-0.182862281799
77.4635620117	-157.71206665	-0.187982559204
77.4161071777	-157.410583496	-0.191660881042
77.3551025391	-157.11618042	-0.196164131165
77.2901916504	-156.817749023	-0.201324462891
77.220916748	-156.509094238	-0.204815864563
77.1507263184	-156.191711426	-0.209086418152
77.0809326172	-155.871673584	-0.212182044983
77.0138549805	-155.566558838	-0.215179443359
76.9391479492	-155.225494385	-0.216994285583
76.8623352051	-154.87512207	-0.219465255737
76.7889404297	-154.541229248	-0.222026824951
76.7237854004	-154.245239258	-0.220029830933
76.6428222656	-153.878387451	-0.221265792847
76.5611572266	-153.505462646	-0.222434997559
76.4855651855	-153.171691895	-0.223670005798
76.3999023438	-152.81161499	-0.228919029236
76.3238220215	-152.488342285	-0.230690002441
76.2528686523	-152.186920166	-0.232062339783
76.1572570801	-151.779296875	-0.234894752502
76.086517334	-151.466369629	-0.233057975769
76.0108337402	-151.174499512	-0.235466003418
75.9366149902	-150.877380371	-0.237184524536
75.8511962891	-150.534393311	-0.238631248474
75.7604675293	-150.172546387	-0.241578102112
75.6555480957	-149.755371094	-0.24520778656
75.5712585449	-149.418151855	-0.247174263
75.4837341309	-149.066955566	-0.248805999756
75.3959960938	-148.715057373	-0.250514030457
75.3092651367	-148.367950439	-0.250638008118
75.2211914062	-148.014862061	-0.252086639404
75.1348876953	-147.668060303	-0.255010604858
75.0466918945	-147.315093994	-0.25790977478
74.9737548828	-147.023040771	-0.260232925415
74.8742980957	-146.623779297	-0.26290512085
74.774597168	-146.223419189	-0.266366958618
74.6881408691	-145.874633789	-0.267855644226
74.5975646973	-145.534301758	-0.269415855408
74.5184326172	-145.242523193	-0.272009849548
74.4274597168	-144.907409668	-0.273851394653
74.3483581543	-144.617492676	-0.27641582489
74.2685241699	-144.325134277	-0.278721809387
74.1839599609	-144.015838623	-0.281643867493
74.0959472656	-143.693817139	-0.284728050232
